Region.Label,Area,Sample.Label,Effort,distance,species,visit,Observer,Object,Detected
Montrave,33.2,1,337670,706450,2,75,c,1,1,1,1
Montrave,33.2,1,337670,706450,2,55,w,1,1,2,1
Montrave,33.2,1,337670,706450,2,100,g,2,1,3,1
Montrave,33.2,1,337670,706450,2,100,r,2,1,4,1
Montrave,33.2,1,337670,706450,2,65,w,2,1,5,1
Montrave,33.2,2,337770,706450,2,10,c,1,1,6,1
Montrave,33.2,2,337770,706450,2,20,w,1,1,7,1
Montrave,33.2,2,337770,706450,2,40,w,1,1,8,1
Montrave,33.2,2,337770,706450,2,14,c,2,1,9,1
Montrave,33.2,2,337770,706450,2,55,c,2,1,10,1
Montrave,33.2,2,337770,706450,2,35,r,2,1,11,1
Montrave,33.2,2,337770,706450,2,55,w,2,1,12,1
Montrave,33.2,3,337870,706450,2,40,r,1,1,13,1
Montrave,33.2,3,337870,706450,2,85,r,1,1,14,1
Montrave,33.2,3,337870,706450,2,55,w,1,1,15,1
Montrave,33.2,3,337870,706450,2,60,w,1,1,16,1
Montrave,33.2,3,337870,706450,2,85,w,1,1,17,1
Montrave,33.2,3,337870,706450,2,35,w,2,1,18,1
Montrave,33.2,3,337870,706450,2,50,w,2,1,19,1
Montrave,33.2,4,337470,706350,2,25,c,1,1,20,1
Montrave,33.2,4,337470,706350,2,80,g,1,1,21,1
Montrave,33.2,4,337470,706350,2,75,w,1,1,22,1
Montrave,33.2,4,337470,706350,2,30,c,2,1,23,1
Montrave,33.2,4,337470,706350,2,70,c,2,1,24,1
Montrave,33.2,4,337470,706350,2,70,c,2,1,25,1
Montrave,33.2,4,337470,706350,2,120,c,2,1,26,1
Montrave,33.2,4,337470,706350,2,50,w,2,1,27,1
Montrave,33.2,4,337470,706350,2,100,w,2,1,28,1
Montrave,33.2,5,337570,706350,2,80,c,1,1,29,1
Montrave,33.2,5,337570,706350,2,32,w,1,1,30,1
Montrave,33.2,5,337570,706350,2,55,w,1,1,31,1
Montrave,33.2,5,337570,706350,2,35,c,2,1,32,1
Montrave,33.2,5,337570,706350,2,25,g,2,1,33,1
Montrave,33.2,5,337570,706350,2,25,w,2,1,34,1
Montrave,33.2,5,337570,706350,2,55,w,2,1,35,1
Montrave,33.2,6,337670,706350,2,10,c,1,1,36,1
Montrave,33.2,6,337670,706350,2,60,c,1,1,37,1
Montrave,33.2,6,337670,706350,2,40,r,1,1,38,1
Montrave,33.2,6,337670,706350,2,45,w,1,1,39,1
Montrave,33.2,6,337670,706350,2,7,c,2,1,40,1
Montrave,33.2,6,337670,706350,2,50,c,2,1,41,1
Montrave,33.2,6,337670,706350,2,25,w,2,1,42,1
Montrave,33.2,6,337670,706350,2,50,w,2,1,43,1
Montrave,33.2,6,337670,706350,2,60,w,2,1,44,1
Montrave,33.2,6,337670,706350,2,60,w,2,1,45,1
Montrave,33.2,7,337770,706350,2,70,c,1,1,46,1
Montrave,33.2,7,337770,706350,2,115,r,1,1,47,1
Montrave,33.2,7,337770,706350,2,67,w,1,1,48,1
Montrave,33.2,7,337770,706350,2,70,w,1,1,49,1
Montrave,33.2,7,337770,706350,2,90,c,2,1,50,1
Montrave,33.2,7,337770,706350,2,120,c,2,1,51,1
Montrave,33.2,7,337770,706350,2,120,r,2,1,52,1
Montrave,33.2,7,337770,706350,2,55,w,2,1,53,1
Montrave,33.2,7,337770,706350,2,65,w,2,1,54,1
Montrave,33.2,7,337770,706350,2,100,w,2,1,55,1
Montrave,33.2,8,337870,706350,2,70,c,1,1,56,1
Montrave,33.2,8,337870,706350,2,70,c,1,1,57,1
Montrave,33.2,8,337870,706350,2,76,g,1,1,58,1
Montrave,33.2,8,337870,706350,2,60,r,1,1,59,1
Montrave,33.2,8,337870,706350,2,80,r,1,1,60,1
Montrave,33.2,8,337870,706350,2,48,w,1,1,61,1
Montrave,33.2,8,337870,706350,2,70,w,1,1,62,1
Montrave,33.2,8,337870,706350,2,70,c,2,1,63,1
Montrave,33.2,8,337870,706350,2,75,c,2,1,64,1
Montrave,33.2,8,337870,706350,2,40,w,2,1,65,1
Montrave,33.2,8,337870,706350,2,53,w,2,1,66,1
Montrave,33.2,8,337870,706350,2,60,w,2,1,67,1
Montrave,33.2,8,337870,706350,2,70,w,2,1,68,1
Montrave,33.2,9,337970,706350,2,30,c,1,1,69,1
Montrave,33.2,9,337970,706350,2,35,c,1,1,70,1
Montrave,33.2,9,337970,706350,2,45,c,1,1,71,1
Montrave,33.2,9,337970,706350,2,28,c,2,1,72,1
Montrave,33.2,9,337970,706350,2,50,c,2,1,73,1
Montrave,33.2,9,337970,706350,2,60,c,2,1,74,1
